nombre comercial,direccion,código postal,zona,teléfono,fax,email,web,contacto,sector,actividad1,actividad2,lat,lon
"THE SWATCH GROUP ESPAÑA","CL YUCA (DE LA) 2 EDF. C","28109","MINI-PARC","913346300 / 913342696","913580075","recepcion@es.swatchgroup.com","www.swatch.es","NO DISPONIBLE","","JOYERIAS, RELOJERIAS","FABRICACION Y VENTA DE RELOJES, JOYERIA Y MECANISMOS Y COMPONENTES DE RELOJES",40.54104188,-3.63240185
"THERMO FISHER","CL VALPORTILLO I (DE) 22 - LETRA A - EDIFICIO CAOBA","28108","POLIGONO INDUSTRIAL","914845965","NO DISPONIBLE","analyze.es@thermofisher.com","www.thermofisher.com","JUAN JOSE MINGUEZ RASCON","","SECTOR MEDICO, FARMACEUTICO Y OPTICO","COMERCIO AL POR MAYOR DE INSTRUMENTOS DE PRECISION",40.53297104,-3.65390467
"THERMO RAMSEY S.A","CL VALPORTILLO I (DE) 22","28108","POLIGONO INDUSTRIAL","914845965","NO DISPONIBLE","NO DISPONIBLE","www.ramsey.es","JUAN JOSE MINGUEZ RASCON","","PRODUCCION DE PIEZAS DE PRECISION. RODAMIENTOS","FABRICACION DE INSTRUMENTOS DE PRECISION, MEDIDA Y CONTROL. MARCA RAMSEY",40.53297104,-3.65390467
"THINK AHEAD","CL VALPORTILLO II (DE) 14","28108","POLIGONO INDUSTRIAL","607633798","NO DISPONIBLE","raul.garcia@academiathinkahead.es","www.academiathinkahead.es","RAUL GARCIA ARAGONESES","","ACADEMIAS, FORMACION. IDIOMAS. TRADUCCIONES TECNICAS","ACADEMIA DE ENSEÑANZA",40.53318462,-3.65565272
"THINKSMART","CL FRANCISCA DELGADO (DE) 11 - 4ª PLANTA","28108","ARROYO DE LA VEGA","912724000","NO DISPONIBLE","soraya.gutierrez@thinksmart.es","NO DISPONIBLE","SORAYA GUTIERREZ","","GESTORES, ASESORES, CONSULTORES, INGENIEROS Y ADMINISTRACION DE FINCAS","CONSULTORIA DE PROGRAMAS DE INCENTIVOS Y FIDELIZACION",40.53322371,-3.63048990
"TIEDRA GLOBAL COMUNICACIÓN","CR FUENCARRAL (DE) 44 PORTAL 3, PLANTA 3, OFICINA 32","28108","POLIGONO INDUSTRIAL","917291832","NO DISPONIBLE","tiedraglobal@tiedraglobal.com","www.tiedraglobal.com","MARISA MUNICIO","","PUBLICIDAD, MARKETING, SONIDO, CINE, TV, FERIAS, EVENTOS  Y CONGRESOS","PUBLICIDAD",40.51888227,-3.65470622
"TINTORERIA LOAN","PS VALDELASFUENTES (DE) 10 - PORTAL 9 LOCAL 2","28100","CASCO URBANO","912615235 / 669745697","NO DISPONIBLE","tintorerialoan@hotmail.com","www.actiweb.es/tintorerialoan","ANGEL CABALLO MARTIN","","TINTORERIA Y PLANCHADO","TINTORERIA LAVANDERIA CON SERVICIO A DOMICILIO. ESPECIALISTAS EN HOTELES Y CLINICAS",40.55063003,-3.65306281
"TKH SECURITY","AV BRUSELAS (DE) 5 - 1ª PLANTA","28108","ARROYO DE LA VEGA","916768164","916768614","sales.es@tkhsecurity.com","www.tkhsecurity.com","DAVID DE FREITAS","","ELECTRICIDAD, ELECTRONICA, AUDIO Y TELECOMUNICACIONES","EQUIPOS DE TELECOMUNICACION Y SEGURIDAD",40.53067721,-3.63274744
"TMA MOTORSPORT","CL VALGRANDE (DE) 27 - ACCESO H","28108","POLIGONO INDUSTRIAL","636976200 / 916622099","NO DISPONIBLE","tmamotorsport@hotmail.com","www.neumaticostmamottorsport.es","MANUEL ALVAREZ","","REPARACION DE AUTOMOVILES Y OTROS VEHICULOS A MOTOR. ITV","TALLER DE NEUMATICOS Y MECANICA RAPIDA",40.53846280,-3.65428279
"TMIRA SOLUTIONS","CL VALPORTILLO I (DE) 5 - OFICINA 1B5","28108","POLIGONO INDUSTRIAL","912293560","912414758","jcarrenyo@tmira.com","www.tmira.com","JAVIER GARCIA CARREÑO","","ELECTRICIDAD, ELECTRONICA, AUDIO Y TELECOMUNICACIONES","TELECOMUNICACIONES, BROADCAST Y MEDIA",40.53033366,-3.65403627
"TNT EXPRESS","AV BRUSELAS (DE) 6 1º 2º Y 3º PLANTA","28108","ARROYO DE LA VEGA","916606000 / 902111868","916606031","customerservice.es@tnt.com","www.tnt.com","MISAEL DIAZ","","SERVICIOS DE TRANSPORTES, ALQUILER DE VEHICULOS Y GRUAS,  MENSAJERIA. MUDANZAS","TRANSPORTES URGENTE E INTERNACIONAL",40.53122456,-3.63228077
"TOKHEIM KOPPENS IBERICA,S.A","CL GRANJA (DE LA) 41 - POSTERIOR","28108","POLIGONO INDUSTRIAL","912013030","916614130","maximiliano.serrano@.tokheim.com","www.tokheim.com","SILVINA BIUSNELLI","","MAYORISTAS","COMERCIO AL POR MAYOR Y MENOR DE MAQUINARIA REPARACION MAQUINARIA INDUSTRIAL",40.53435071,-3.65697764
"TOLDOS ALCOBENDAS","AV INDUSTRIA (DE LA) 8 -NAVE 22","28108","POLIGONO INDUSTRIAL","916539039 / 609936679","916624822","david.sanchez@toldosalcobendas.com","www.toldosalcobendas.com","DAVID SANCHEZ MALDONADO","","TRATAMIENTO DEL METAL, CARPINTERIA METALICA, CERRAJERIA, PERSIANAS Y TOLDOS. SOLDADURAS","FABRICACION E INSTALACION DE TOLDOS Y TALLER DE CERRAJERIA DE ALUMINIO",40.53525212,-3.64306522
"TOLDOS ALCOBENDAS","AV INDUSTRIA (DE LA) 8 - NAVE 22","28108","POLIGONO INDUSTRIAL","916539039 /609936679","916624822","david.sanchez@toldosalcobendas.com","www.toldosalcobendas.com","DAVID SANCHEZ MALDONADO","","TRATAMIENTO DEL METAL, CARPINTERIA METALICA, CERRAJERIA, PERSIANAS Y TOLDOS. SOLDADURAS","FABRICACION E INSTALACION DE TOLDOS Y TALLER DE CERRAJERIA DE ALUMINIO",40.53505709,-3.64384932
"TOLDOS CHOPERA","PS CHOPERA (DE LA) 202","28100","CASCO URBANO","916610098","NO DISPONIBLE","contacto@toldos-lachopera.es","www.toldos-lachopera.es","VANESA","","TRATAMIENTO DEL METAL, CARPINTERIA METALICA, CERRAJERIA, PERSIANAS Y TOLDOS. SOLDADURAS","INSTALACION DE TOLDOS",40.54537331,-3.66006249
"TOLL MANUFACTURING SERVICES","CL ARAGONESES (DE LOS) 2","28108","POLIGONO INDUSTRIAL","916611926","916615368","comercial@tollpharma.es","www.tollpharma.es","SARA BERENGUER","","SECTOR MEDICO, FARMACEUTICO Y OPTICO","FABRICACION, ENVASADO Y COMERCIALIZACION  DE ESPECIALIDADES FARMACEUTICAS",40.52357421,-3.66093000
"TONKA POSTRES Y CHOCOLATES","CL JOSE ECHEGARAY (DE) 14 EDIF.A-2, PLANTA 3-1","28100","PARQUE EMP. CASABLANCA","652621159","NO DISPONIBLE","rftonka@gmail.com","NO DISPONIBLE","ROBERTO","","DISTRIBUCION DE DIVERSOS PRODUCTOS DE CONSUMO","ELABORACION DE POSTRES Y DULCES PARA RESTAURANTE",40.54240057,-3.65446836
"TOURON","CL GRANJA (DE LA) 16","28108","POLIGONO INDUSTRIAL","916572773","916615789/916615049","touron@touronsa.es","www.touron-nautica.com","FERNANDO Y LUIS GIQUEL ALCOCER","","MAYORISTAS","COMERCIO AL POR MAYOR DE MOTORES MARINOS Y EMBARCACIONES",40.52840726,-3.65831419
"TOYOTA ESPAÑA","AV BRUSELAS (DE) 22","28108","ARROYO DE LA VEGA","911513300","911513307","marta.martin@toyota.es","www.toyota.es","MARTA MARTIN BAEZA","","SERVICIOS A LA PROPIA EMPRESA. COWORKING","DISTRIBUCION Y COMERCIALIZACION DE VEHICULOS TOYOTA (OFICINAS CENTRALES)",40.53139952,-3.63838297
"TRADESEGUR","CL GRANJA (DE LA) 30","28108","POLIGONO INDUSTRIAL","902422010","NO DISPONIBLE","info@tradesegur.com","www.tradesegur.com","DAVID SERNA","","SERVICIOS DE SEGURIDAD","SEGURIDAD CIUDADANA, GALERIAS DE TIRO, SISTEMAS OCR, CONTROL DE VELOCIDAD",40.53131826,-3.65733509
"TRADING EXPORT IMPORT COMPANY, S.A.","CL GRANJA (DE LA) 33","28108","POLIGONO INDUSTRIAL","916614177","916614251","jerosu@jerosu.com","www.gerosu.com","JESUS RODRIGUEZ","","PRODUCCION Y DISTRIBUCION DE ALIMENTOS Y BEBIDAS","EXPORTACION E IMPORTACION DE PRODUCTOS DE ALIMENTACION",40.53289998,-3.65720263
"TRAJES GUZMAN","AV DOCTOR SEVERO OCHOA (DEL) 38 - LOCAL 1-1","28100","PARQUE EMP. CASABLANCA","916623891 / 692184292","913830596","info@trajesguzman.com","www.trajesguzman.com","FRANCISCO JAVIER VELEZ","","TINTORERIA Y PLANCHADO","TALLER Y ALMACEN DE ROPA. LAVANDERIA",40.54091291,-3.65506360
"TRANSMEDITERRANEA","CL ANABEL SEGURA (DE) 11 COMPLEJO ALBATROS, EDF.D, 2º","28100","ARROYO DE LA VEGA","914238500 / 916629380 / 916625610","NO DISPONIBLE","info@transmediterranea.es","www.transmediterranea.es","NO DISPONIBLE","","SERVICIOS DE TRANSPORTES, ALQUILER DE VEHICULOS Y GRUAS,  MENSAJERIA. MUDANZAS","TRANSPORTE MARITIMO DE VIAJEROS, VEHICULOS Y CARGA",40.53329719,-3.62708410
"TRANSPORTES LARA, S.A.","CL SEPULVEDA (DE) 9","28108","POLIGONO INDUSTRIAL","916610173","916610175","info@transporteslara.com","www.transporteslara.com","JOSE MANUEL LARA","","SERVICIOS DE TRANSPORTES, ALQUILER DE VEHICULOS Y GRUAS,  MENSAJERIA. MUDANZAS","SERVICIOS DE TRANSPORTE POR CARRETERA DE PRODUCTOS ALIMENTICIOS Y LIQUIDOS",40.52725839,-3.65623539
"TRASPORTES Y MUDANZAS J. MORALEDA","CL GRANJA (DE LA) 92","28108","POLIGONO INDUSTRIAL","916611467 /  608614697","NO DISPONIBLE","jmoraledaehijos@yahoo.es","NO DISPONIBLE","JUAN MORALEDA","","SERVICIOS DE TRANSPORTES, ALQUILER DE VEHICULOS Y GRUAS,  MENSAJERIA. MUDANZAS","TRANSPORTES Y MUDANZAS",40.53548263,-3.65588525
"TRASTEROS Y MINIALMACENES ALCOBENDAS","AV VALDELAPARRA (DE) 4 LOCALES 10, 11, 12","28100","POLIGONO INDUSTRIAL","916618377 / 652971778","NO DISPONIBLE","info.alcobendas@lostrasteros.es","NO DISPONIBLE","SILVIA NICOLETA","","LOGISTICA Y ALMACENAJE","ALQUILER DE TRASTEROS",40.53651893,-3.64164576
"TRAVEL CLUB","AV BRUSELAS (DE) 20 - 2ª PLANTA","28108","ARROYO DE LA VEGA","902400400 / 913874200","913874239","tledesma@travelclub.es","www.travelclub.es","PABLO RUIZ / TATIANA LEDESMA","","SERVICIOS A LA PROPIA EMPRESA. COWORKING","SERVICIOS DE MARKETING",40.53158505,-3.63750102
"TRAZOS PRODUCCION","CL ARAGONESES (DE LOS) 14","28108","POLIGONO INDUSTRIAL","916639863","NO DISPONIBLE","administracion@trazosproduccion.com","www.trazosproduccion.com","ALINA","","ARTES GRAFICAS, IMPRENTA, ENCUADERNACION, FOTOCOPIAS","ARTES GRAFICAS DE GRAN FORMATO. ROTULACION",40.52153854,-3.66339095
"TREBOL EQUIPAMIENTOS","CL CALABOZOS (DE LOS) 13 NAVE 1","28108","POLIGONO INDUSTRIAL","914346279","NO DISPONIBLE","trebolequipamientos@gmail.com","NO DISPONIBLE","NO DISPONIBLE","","REGALOS, BAZAR Y BISUTERIA","DECORACION, BAZAR",40.52922514,-3.65273756
"TREFIL CABLE, S.L.","AV VALDELAPARRA (DE) 3","28108","POLIGONO INDUSTRIAL","916617861","916617915","cfernandez@trefilcable.com","www.trefilcable.com","CARMEN FERNANDEZ","","FABRICACION, DISTRIBUCION Y ALQUILER DE SUMINISTROS A EMPRESAS","COMERCIALIZACION Y DISTRIBUCION DE CABLES DE ACERO",40.53737784,-3.64234265
"TROIA","CL VALGRANDE (DE) 20 - NAVE 6","28108","POLIGONO INDUSTRIAL","916573725","91657840","info@grupot.biz","www.troia.es","MANUEL J. ANTOÑA FERNANDEZ","","FABRICACION, DISTRIBUCION Y ALQUILER DE SUMINISTROS A EMPRESAS","INSTALACION Y MANTENIMIENTO DE ELECTRICIDAD Y FRIO INDUSTRIAL. COCINAS INDUSTRIALES. INSTALACIONES EN GENERAL",40.53837705,-3.65201385
"TROX ESPAÑA","CL GRANJA (DE LA) 15 - ATICO B (EDIF. BARMA)","28108","POLIGONO INDUSTRIAL","917291388 / 627532475","917292088","dcentro@trox.es","www.trox.es","JOSE MANUEL HONTORIA","","CLIMATIZACION: CALEFACCION - AIRE ACONDICIONADO Y CHIMENEAS","CLIMATIZACION",40.52911402,-3.65827511
"TRUCCO","CL VALPORTILLO I (DE) 2","28108","POLIGONO INDUSTRIAL","914844400","914844420","nlopez@trucco.es","www.trucco.es","NURIA LOPEZ GONZALEZ","","SECTOR TEXTIL","CONFECCION TEXTIL Y DISTRIBUCION",40.52982751,-3.65377906
"TRUMPF MAQUINARIA","CL VALPORTILLO I (DE) 1","28108","POLIGONO INDUSTRIAL","916573665 - 916573662","916614213","rrhh@es.trumpf.com","www.trumpf.es","DETLEF KRANICU","","PRODUCCION DE PIEZAS DE PRECISION. RODAMIENTOS","VENTA Y COMERCIALIZACION DE MAQUINARIA Y HERRAMIENTAS",40.52972504,-3.65401271
"TU HOMOLOGACION","CR FUENCARRAL (DE) 56 OFICINA 46, 1º Y 3º PLANTA","28108","POLIGONO INDUSTRIAL","916626666","NO DISPONIBLE","info@tuhomologacion.com","www.tuhomologacion.com","CARLOS","","REPARACION DE AUTOMOVILES Y OTROS VEHICULOS A MOTOR. ITV","HOMOLOGACION DE VEHICULOS",40.51888227,-3.65470622
"TU TRASTERO","CL REYES CATOLICOS (DE LOS) 12","28108","POLIGONO INDUSTRIAL","912179486","NO DISPONIBLE","informacion@tutrastero.com","www.tutrastero.com","FELIPE SOUSA GONçALVES","","LOGISTICA Y ALMACENAJE","ALQUILER DE INMUEBLES",40.53761447,-3.65476569
"TU WEB SOLUCIONES","CR FUENCARRAL (DE) 68","28108","POLIGONO INDUSTRIAL","913088566","NO DISPONIBLE","info@tuwebsoluciones.com","www.tuwebsoluciones.com","NO DISPONIBLE","","INFORMATICA","INTERNET, DESARROLLO, IMPLANTACION, MANTENIMIENTO, POSICIONAMIENTO WEB, PORTALES, BUSCADORES, BLOGS, SOCIALMEDIA, GENERACION LEADS",40.51888227,-3.65470622
"TUVANOR","CL VALGRANDE (DE) 14 - NAVES 32 Y 33","28108","POLIGONO INDUSTRIAL","916618288","916618289","tuvanor@tuvanor.com","www.tuvanor.com","JUAN ANTONIO ALMEIDA","","MATERIAL DE CONSTRUCCION, FONTANERIA.  SANEAMIENTOS, PUERTAS, ARMARIOS Y TOLDOS","COMERCIO AL POR MAYOR Y MENOR DE FONTANERIA  Y CALEFACCION",40.53849670,-3.64966662
"ULLASTRES, S.A.","CL VALGRANDE (DE) 23 - NAVE 14","28108","POLIGONO INDUSTRIAL","916619852 / 916623012","914901229","ullastres@ullastres.com","www.ullastres.es","RICARDO OBREGON","","OBRAS PUBLICAS. SEÑALIZACION DE CARRETERAS Y FERROVIARIAS","OBRAS HIDRAULICAS Y AVERIAS",40.53756843,-3.65228334
"UNILCO","AV INDUSTRIA (DE LA) 4 - EDIF. 1 ESC 2 1ºC","28108","POLIGONO INDUSTRIAL","917451414","NO DISPONIBLE","unilco@unilco.com","www.unilco.com","ANTONIO FORTEA","","GESTORES, ASESORES, CONSULTORES, INGENIEROS Y ADMINISTRACION DE FINCAS","CONSULTORIA DE EMPRESA FAMILIAR",40.53543008,-3.64232167
"UNIPOST","AV INDUSTRIA (DE LA) 6 - LOCAL","28108","POLIGONO INDUSTRIAL","916625984","NO DISPONIBLE","unipost_alcobendas@hotmail.com","www.unipost.es","RICARDO SANCHEZ","","SERVICIOS DE TRANSPORTES, ALQUILER DE VEHICULOS Y GRUAS,  MENSAJERIA. MUDANZAS","CORRESPONDENCIA",40.53525212,-3.64306522
"UNIVERSIDAD EUROPEA MADRID","AV FERNANDO ALONSO 8","28108","POLIGONO INDUSTRIAL","914905970","914905959","ads@universidadeuropea.es","www.universidadeuropea.es","NO DISPONIBLE","","ACADEMIAS, FORMACION. IDIOMAS. TRADUCCIONES TECNICAS","UNIVERSIDAD",,
"UNO DE 50","CL GUZMAN EL BUENO (DE) 6","28108","POLIGONO INDUSTRIAL","914841468 / 618737863","914841465","hr@unode50.com","www.unode50.com","NO DISPONIBLE","","DISTRIBUCION DE DIVERSOS PRODUCTOS DE CONSUMO","DISTRIBUCCION DE BISUTERIA",40.52848303,-3.65649260
"UNOMASDOS","CR FUENCARRAL (DE) 56 3º PLANTA, OFICINA 84","28108","POLIGONO INDUSTRIAL","912773712","NO DISPONIBLE","jgonzalez@unomasdos.com","www.unomasdos.com","JAVIER GONZALEZ MARTINEZ","","GESTORES, ASESORES, CONSULTORES, INGENIEROS Y ADMINISTRACION DE FINCAS","ASESORIA CONSULTORIA",40.51888227,-3.65470622
"UVE  ALCOBENDAS","BL SALVADOR ALLENDE (DE) 10","28100","CASCO URBANO","916524600","NO DISPONIBLE","alcobendas@uvehoteles.com","www.uvehoteles.com","SANTIAGO ROBLES","","HOSTALES, CASAS DE HUESPEDES Y  HOTELES","HOTEL",40.53745261,-3.63461922
"UVEPAN","AV VALDELAPARRA (DE) 55","28100","POLIGONO INDUSTRIAL","916252164","NO DISPONIBLE","informacion@uvepan.com","www.uvepan.com","FRANCISCO VALVERDE","","PANADERIAS, PASTELERIAS, CHURRERIAS","PASTELERIA",40.53985088,-3.65191214
"V S, DESIGN","CL QUEJIGO (DEL) 4","28109","CASCO URBANO","636307937","NO DISPONIBLE","victoriasilvamora@mac.com","NO DISPONIBLE","VICTORIA SILVA MORA","","ARTES GRAFICAS, IMPRENTA, ENCUADERNACION, FOTOCOPIAS","DISEÑO GRAFICO",40.52535073,-3.63288377
"V.I.P. FIESTA, S.L.","AV INDUSTRIA (DE LA) 6 NAVE 25","28108","POLIGONO INDUSTRIAL","916623325 / 609025065","916621412","info@vipfiesta.es","www.vipfiesta.es","DAVID HURTADO DE MENDOZA","","PUBLICIDAD, MARKETING, SONIDO, CINE, TV, FERIAS, EVENTOS  Y CONGRESOS","ALQUILER Y VENTA DE MATERIAL DE SONIDO E ILUMINACION",40.53525212,-3.64306522
"VAILLANT","CL GRANJA (DE LA) 26 EDIFICIO PROPIO","28108","POLIGONO INDUSTRIAL","917616363","916611545","doroteo.naharro@vaillant-group.com","www.vaillant.es","NO DISPONIBLE","","CLIMATIZACION: CALEFACCION - AIRE ACONDICIONADO Y CHIMENEAS","VENTA DE CALDERAS Y CALENTADORES",40.53079353,-3.65748496
"VALORA SISTEMAS Y TECNOLOGIA","CL CONJUNTO AVENIDA (DEL) 8 - 4º  -  D","28100","CASCO URBANO","916542749","NO DISPONIBLE","jgarcia@valorasis.com","www.valorasis.com","JOSE MANUEL GARCIA CARMONA","","GESTORES, ASESORES, CONSULTORES, INGENIEROS Y ADMINISTRACION DE FINCAS","CONSULTORIA INFORMATICA, DISEÑO WEB Y VENTA DE ORDENADORES NUEVOS Y DE SEGUNDA MANO",40.52412928,-3.63875133
"VALPORTILLO MOTOR","CL VALPORTILLO I (DE) 8","28108","POLIGONO INDUSTRIAL","916611750","NO DISPONIBLE","recepcion@valportillomotor.es","NO DISPONIBLE","JAVIER OLAS","","REPARACION DE AUTOMOVILES Y OTROS VEHICULOS A MOTOR. ITV","TALLER MECANICO CHAPA Y CARROCERIA",40.53065933,-3.65380972
"VALVULAS AUTOMATICAS ROSS","CL TORRES QUEVEDO (DE) 9","28108","POLIGONO INDUSTRIAL","914900560","914900562","tecnica@valvulasross.com","NO DISPONIBLE","ERIC MATEOS","","FABRICACION, DISTRIBUCION Y ALQUILER DE SUMINISTROS A EMPRESAS","DISTRIBUCION VALVULAS HIDRAULICAS",40.53498551,-3.65527271
"VARANO PRODUCIONES","CL SEPULVEDA (DE) 6 NAVE 31","28108","POLIGONO INDUSTRIAL","629854756","NO DISPONIBLE","manuel@varanoproducciones.com","www.varanoproducciones.com","MANUEL SANZ DE HEREDIA","","PUBLICIDAD, MARKETING, SONIDO, CINE, TV, FERIAS, EVENTOS  Y CONGRESOS","PRODUCCION DE EVENTOS",40.52659785,-3.65580987
"VARIAN MEDICAL SYSTEMS IBERICA","AV INDUSTRIA (DE LA) 9 - EDF.ISOSCELES 2º 2º","28108","POLIGONO INDUSTRIAL","913344800","913344801","pilar.val@varian.com","www.varian.com","PILAR DEL VAL","","SECTOR MEDICO, FARMACEUTICO Y OPTICO","VENTA EQUIPÒS DE RADIOTERAPIA",40.53479215,-3.64549290
"VARMA","CL GRANJA (DE LA) 15","28108","POLIGONO INDUSTRIAL","916618210","916620063","info@varma.com","www.varma.com","NO DISPONIBLE","","PRODUCCION Y DISTRIBUCION DE ALIMENTOS Y BEBIDAS","DISTRIBUCION DE BEBIDAS Y PRODUCTOS DE ALIMENTACION",40.52911402,-3.65827511
"VASS CONSULTING","AV EUROPA (DE) 1 -EDIFICIO 3 PLANTA 1","28108","PARQUE EMP. MORALEJA","911876315","NO DISPONIBLE","administracion@vass.es","NO DISPONIBLE","PILAR RODRIGO","","SERVICIOS A LA PROPIA EMPRESA. COWORKING","INVESTIGACIÓN Y ANÁLISIS DE MERCADO",40.52010047,-3.66064966
"VASS CONSULTORIA DE SISTEMAS","AV DOCTOR SEVERO OCHOA (DEL) 25 - 3º","28100","CASCO URBANO","916623404","916616833","paula.rodrigo@vass.es","www.vass.es","PAULA RODRIGO LON","","INFORMATICA","CONSULTORIA INFORMATICA",40.54253612,-3.65133773
"VEIK TRADERS, S.L","CL CALENDULA (DE LA) 95 MINI-PARK II, EDIFICIO O, PLANTA BAJA","28109","MINI-PARC","914669181","NO DISPONIBLE","NO DISPONIBLE","www.veiktraders.com","NO DISPONIBLE","","ESTUDIOS DE DELINEACION, ARQUITECTURA, LICENCIAS DE APERTURA, URBANISMO Y DISEÑO. INGENIERIAS, PROYECTOS","SERVICIO TECNICO DE INGENIERIA Y ARQUITECTURA",40.52790818,-3.64402309
"VELOREL","CL JOSE ECHEGARAY (DE) 10 - NAVE 1-1 CL CASABLANCA 1","28100","PARQUE EMP. CASABLANCA","917405217","NO DISPONIBLE","velorel@velorel.es","www.velorel.es","CARMEN ORTEGA","","ELECTRICIDAD, ELECTRONICA, AUDIO Y TELECOMUNICACIONES","DISTRIBUCIÓN DE COMPONENTES ELECTRONICOS",40.54255208,-3.65416627
"VERTICALIA FACHADAS","CL VALPORTILLO I (DE) 5 - NAVE 0A1","28108","POLIGONO INDUSTRIAL","914136192","NO DISPONIBLE","info@verticaliafachadas.es","www.verticaliafachadas.es","JUAN NARANJO","","CONSTRUCCION. CONSERVACION DE EDIFICIOS. REFORMAS (ALBAÑILERIA,  PINTURA, PULIDOS, SOLADOS, ALICATADOS)","REHABILITACION DE FACHADAS, PATIOS Y CUBIERTAS, ITE",40.53033366,-3.65403627
"VETOQUINOL","CR FUENCARRAL (DE) 24 EDF. EUROPA, PORTAL 3, PLANTA 2","28108","POLIGONO INDUSTRIAL","914903792","NO DISPONIBLE","teresa.fernandez@vetoquinol.com","www.vetoquinol.es","TERESA FERNANDEZ","","VETERINARIOS. TIENDA DE ANIMALES","COMERCIALIZACION PRODUCTOS VETERINARIOS",40.51888227,-3.65470622
"VIDEOJET TECHNOLOGIES, S.L.","CL VALGRANDE (DE) 8 - EDIFICIO THANWORTH II, NAVE B 1ºA.","28108","POLIGONO INDUSTRIAL","913831272","913839325","informacion@videojet.com","www.videojet-eu/es/index.html","HERBER","","ARTES GRAFICAS, IMPRENTA, ENCUADERNACION, FOTOCOPIAS","DISEÑO, DESARROLLO Y SERVICIO TECNICO PARA MAQUINAS DE IMPRESIÓN DE TINTA",40.53707501,-3.65013897
"VIMAR","CL MARIANO SEBASTIAN IZUEL ( 17","28100","CASCO URBANO","916521212 / 916521633","916521644","vimaradministracion@gmail.com","www.vimar-jardineria.es","ISABEL MARTIN GARCIA","","BRICOLAGE, REPARACION MAQUINARIA DE BRICOLAGE Y JARDINERIA","MATERIAL DE JARDINERIA, RIEGO, PISCINA Y REPARACION DE MAQUINARIA ELECTRICA Y DE GASOLINA",40.54096609,-3.63017522
"VINCCI HOTELES","CL ANABEL SEGURA (DE) 11 - EDIFICIO A - BAJO","28108","ARROYO DE LA VEGA","914902650","916626757/916626695","marcos.valera@vinccihoteles.com","www.vinccihoteles.com","NO DISPONIBLE","","SERVICIOS A LA PROPIA EMPRESA. COWORKING","OFICINAS CENTRALES DE LA CADENA HOTELERA",40.53329719,-3.62708410
"VINTEGRIS","CR FUENCARRAL (DE) 44 EDF. TRIBECA, PORTAL 8, OFICINA 31","28108","POLIGONO INDUSTRIAL","917557645","NO DISPONIBLE","javier.natividad@vintegris.com","www.vintegris.com","JAVIER NATIVIDAD","","INFORMATICA","DESARROLLO APLICACIONES SEGURIDAD DE LA INFORMACION, FIRMA DIGITAL Y GESTION DE CERTIFICADOS DIGITALES",40.51888227,-3.65470622
"VINZEO TECHNOLOGIES","AV BRUSELAS (DE) 36 BAJO","28108","ARROYO DE LA VEGA","914904641","916625761","adiaz@vinzeo.com","www.vinceo.com","ADELAIDA DIAZ HIDALGO","","CAJAS DE AHORRO, BANCA Y SERVICIOS FINANCIEROS","MAYORISTAS DE PRODUCTOS DE TELECOMUNICACIONES",40.52930041,-3.64265580
"VIÑEDOS VIÑA MAYOR","CL ANABEL SEGURA (DE) 11 - PORTAL D","28100","ARROYO DE LA VEGA","915006000","NO DISPONIBLE","amolero@habarcelo.es","www.habarcelo.es","ANA MOLERO GONZALEZ","","PRODUCCION Y DISTRIBUCION DE ALIMENTOS Y BEBIDAS","EXPLOTACION VIÑEDOS",40.53329719,-3.62708410
"VIPS","CL ANABEL SEGURA (DE) 11 - LOCAL 4 (ED. ALBATROS)","28108","ARROYO DE LA VEGA","912759000","NO DISPONIBLE","uni00188@grupovips.com","www.vips.es","Mª TERESA MATEO","","BARES, CAFETERIAS, RESTAURANTES, HELADERIAS Y COMIDAS PREPARADAS","BAR - RESTAURANTE",40.53329719,-3.62708410
"VISUAL COMUNICACIÓN","AV INDUSTRIA (DE LA) 50 - NAVE 9","28108","POLIGONO INDUSTRIAL","914840400","NO DISPONIBLE","madrid@visualcomunicacion.com","www.visualcomunicacion.com","MARIA ANTONIA MELENDEZ","","ARTES GRAFICAS, IMPRENTA, ENCUADERNACION, FOTOCOPIAS","ROTULOS E IMPRESION DIGITAL",40.53381106,-3.65600520
"VOLKSWAGEN BANK","AV BRUSELAS (DE) 34 EDIFICIO COMPLETO","28100","ARROYO DE LA VEGA","914535177/914535149","914535181","pedro.morgado@vwfs.com","NO DISPONIBLE","PEDRO MORGADO","","SERVICIOS DE TRANSPORTES, ALQUILER DE VEHICULOS Y GRUAS,  MENSAJERIA. MUDANZAS","ARRENDAMIENTO DE VEHICULOS. GRUPO VOLKSWAGEN",40.52960278,-3.64240846
"VOLKSWAGEN FINANCE","AV BRUSELAS (DE) 34 EDIFICIO COMPLETO","28108","ARROYO DE LA VEGA","914535143 / 914535149","914535148","pedro.morgado@vwfs.com","www.volkswagen.com","PEDRO MORGADO FREIGE","","CAJAS DE AHORRO, BANCA Y SERVICIOS FINANCIEROS","FINANCIACION DE VEHICULOS DEL GRUPO VOLKSWAGEN",40.52960278,-3.64240846
